שם קובץ,ID,נתיב,סוג (MIME),גודל (MB),תאריך יצירה,תאריך עדכון אחרון,בעלים,קישור
279 - ''בגלל אבות''- אבי ר אלימלך מליזנסק -אימו של חכם עזרא עטייה זצ''ל.mp3,1CWi7ikSLI2NrXwaFHG_v6aR7cFTiBksb,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/274 - 279  שער המצוות,audio/mpeg,23.548,6/17/2026 10:07:18,8/21/2020 10:49:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1CWi7ikSLI2NrXwaFHG_v6aR7cFTiBksb/view?usp=drivesdk
280 - הפרוכת בקישינב-''אתרוג הגזול''-ממות לחיים.mp3,1RohYGMZGh561uliXxRRa1e5wOZFhv4TM,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/280 - 284  שער השבת והמועדים,audio/mpeg,26.592,6/17/2026 10:04:59,8/21/2020 10:50:26,yadtamar613@gmail.com,https://drive.google.com/file/d/1RohYGMZGh561uliXxRRa1e5wOZFhv4TM/view?usp=drivesdk
281 - חנוכה- נס מצוה ביער-בקבוק השמן השבור.mp3,1zKjMBRPUMSt3Eh6H_HP6EyMKQ5ToG-QF,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/280 - 284  שער השבת והמועדים,audio/mpeg,76.382,6/17/2026 10:05:08,8/21/2020 10:49:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1zKjMBRPUMSt3Eh6H_HP6EyMKQ5ToG-QF/view?usp=drivesdk
282 - נס חנוכה ברומניה- הסכין שהצילה ממות.mp3,17CdzMfcNbJeTfJdjRAaxKijKb8olMCjZ,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/280 - 284  שער השבת והמועדים,audio/mpeg,47.901,6/17/2026 10:05:14,8/21/2020 10:49:30,yadtamar613@gmail.com,https://drive.google.com/file/d/17CdzMfcNbJeTfJdjRAaxKijKb8olMCjZ/view?usp=drivesdk
283 - נס פורים באמריקה-משלוח המנות בברדיצ'ב.mp3,1zgvK7iM4rBbD_s3UDu8SQk80JJk7fXk3,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/280 - 284  שער השבת והמועדים,audio/mpeg,21.763,6/17/2026 10:05:18,8/21/2020 10:49:46,yadtamar613@gmail.com,https://drive.google.com/file/d/1zgvK7iM4rBbD_s3UDu8SQk80JJk7fXk3/view?usp=drivesdk
"284 - נס פורים ברוסיה תשי''ג - נס פורים, טקה, חברון.mp3",1c7aPWFvfHhtyVr-SwnIF6HYxdlFuBmVq,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/280 - 284  שער השבת והמועדים,audio/mpeg,21.129,6/17/2026 10:05:22,8/21/2020 10:50:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1c7aPWFvfHhtyVr-SwnIF6HYxdlFuBmVq/view?usp=drivesdk
285 - ''ותומכיה מאושר''-סיפורו של כפתור באמריקה-טרקטורים במכס.mp3,142NeAbltQvAxmZCsDUxrhRzvCzW_h3jJ,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,52.391,6/17/2026 10:01:57,8/21/2020 10:51:58,yadtamar613@gmail.com,https://drive.google.com/file/d/142NeAbltQvAxmZCsDUxrhRzvCzW_h3jJ/view?usp=drivesdk
286 - אהבת תורה-אילפא ור' יוחנן-האברך המיליאדר-הדוד והאחיין.mp3,1A1D_1fRLAV59_KPez1s67R3jSkZWhzYH,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,50.468,6/17/2026 10:02:03,8/21/2020 10:49:06,yadtamar613@gmail.com,https://drive.google.com/file/d/1A1D_1fRLAV59_KPez1s67R3jSkZWhzYH/view?usp=drivesdk
"287 - ''ומוראכם וחיתכם יהיה'' הרב , הרועה, נמר הקרקס  והמאלף.mp3",120RpA6puanR1E4MOQXiHhoqezwf8RO04,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,45.076,6/17/2026 10:02:08,8/21/2020 10:49:38,yadtamar613@gmail.com,https://drive.google.com/file/d/120RpA6puanR1E4MOQXiHhoqezwf8RO04/view?usp=drivesdk
288 - ''ונהנים ממנו עיצה'' -הצוואה באמריקה-הכייסים בפולין-השודדים משום מקום.mp3,1mnhHS7QZXeO0bbGV0dMhH5zug3VLtvqT,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,50.483,6/17/2026 10:02:15,8/21/2020 10:50:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1mnhHS7QZXeO0bbGV0dMhH5zug3VLtvqT/view?usp=drivesdk
289 - תושיה-שקיק זהב-קרקעות זהב-פירורי עוגה.mp3,1qZ2lbf_ZfawWCoHv4t0rtqd8OpqtDqPc,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,47.738,6/17/2026 10:02:20,8/21/2020 10:50:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1qZ2lbf_ZfawWCoHv4t0rtqd8OpqtDqPc/view?usp=drivesdk
290 - חכמת הרב-הסוחר הגנב-מכירת החמץ-העיתונאי האמריקאי.mp3,1UI4YR4EYMhNZwNwoGVuEiP6JybDE-dpm,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,20.578,6/17/2026 10:02:24,8/21/2020 10:51:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1UI4YR4EYMhNZwNwoGVuEiP6JybDE-dpm/view?usp=drivesdk
291 - ה''חוזה מלובלין''- חכם עדיף מנביא בירושלים.mp3,1EP_kVLQZYOt2ChEEWb8CP48dHmbRI3Ma,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,25.726,6/17/2026 10:02:28,8/21/2020 10:50:30,yadtamar613@gmail.com,https://drive.google.com/file/d/1EP_kVLQZYOt2ChEEWb8CP48dHmbRI3Ma/view?usp=drivesdk
292 - ''הפוך בה והפוך בה''- מרצפות ועץ -הרמב''ם והעיוור-החזו''א והרופאים.mp3,18z00l4IDr3n3XFkHVMYtcFfAJvQ1xD0g,סט ילדים/260 - 292  סיפורי מופת - סדרה ב/285 - 292  שער התורה וגדולי ישראל,audio/mpeg,41.234,6/17/2026 10:02:33,8/21/2020 10:51:06,yadtamar613@gmail.com,https://drive.google.com/file/d/18z00l4IDr3n3XFkHVMYtcFfAJvQ1xD0g/view?usp=drivesdk
293 - תפילה-הצלה בים כנרת-''ונצעק''-המציל שלא ידע לשחות.mp3,1DPmdprWmkhkJ1IYGwpRDvmLGuUkR50iH,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,73.75,6/17/2026 9:41:10,8/21/2020 10:52:50,yadtamar613@gmail.com,https://drive.google.com/file/d/1DPmdprWmkhkJ1IYGwpRDvmLGuUkR50iH/view?usp=drivesdk
294 - השגחה-הכל בגלל דלי-חיים ללא מתח-המפוטר-נחש ההצלה באפגניסטן.mp3,1DHn_qdlN1reQhH_1xlrE5DaWxr8ValLn,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,67.427,6/17/2026 9:41:17,8/21/2020 10:53:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1DHn_qdlN1reQhH_1xlrE5DaWxr8ValLn/view?usp=drivesdk
295 - הכל לטובה-תאונה לטובה- הצלה בעיר בריסל-משל הריקמה ההפוכה.mp3,1hERW9BKIzC6igsiIiWk3kYNJ38vH0bxE,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,65.902,6/17/2026 9:41:25,8/21/2020 10:49:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1hERW9BKIzC6igsiIiWk3kYNJ38vH0bxE/view?usp=drivesdk
"296 - מה אפשר ללמוד מהקוף ומפוח האש,מהנמלה,מהכלב,מהזבוב ,ומהחמור.mp3",17FUCip7Op7m5gEWofqhNVu5b-SycjoQi,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,38.662,6/17/2026 9:41:30,8/21/2020 10:50:20,yadtamar613@gmail.com,https://drive.google.com/file/d/17FUCip7Op7m5gEWofqhNVu5b-SycjoQi/view?usp=drivesdk
297 - מידה כנגד מידה-החסד שחזר-הקדוש מבלז-רכב ההצלה-האופה והחמאה.mp3,1094il7yx_rqt8pHNVCE4IkzK7tUpqRZ8,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,69.857,6/17/2026 9:41:38,8/21/2020 10:51:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1094il7yx_rqt8pHNVCE4IkzK7tUpqRZ8/view?usp=drivesdk
298 - עמלק-התאונה ור' חיים קניבסקי שליט''א-הטיטניק ונתן שטראוס.mp3,1FbMyWtJARe4RPDYZQzuRiTwbmOjD9DXe,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,72.253,6/17/2026 9:41:46,8/21/2020 10:51:14,yadtamar613@gmail.com,https://drive.google.com/file/d/1FbMyWtJARe4RPDYZQzuRiTwbmOjD9DXe/view?usp=drivesdk
299 - ''עצת ה' היא תקום''-ה''טרמפ'' בהליקופטר-סדרן התנועה המשוגע.mp3,1Lx7LqDSB97vLGdI9uOkXBarX1egve4cr,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/293 - 299  שער האמונה והבטחון,audio/mpeg,67.108,6/17/2026 9:41:53,8/21/2020 10:52:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1Lx7LqDSB97vLGdI9uOkXBarX1egve4cr/view?usp=drivesdk
300 - אקדמות א'- ר' דן מעשרת השבטים וסופו של הכומר המכשף.mp3,1A62GW2uXXRE9RHkzNo3D8QJgy8dUVKxK,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/300 - 303  שער ישראל ואומות העולם,audio/mpeg,22.08,6/17/2026 9:49:19,8/21/2020 10:50:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1A62GW2uXXRE9RHkzNo3D8QJgy8dUVKxK/view?usp=drivesdk
301 - אקדמות ב' -ר' דן מעשרת השבטים וסופו של הכומר המכשף.mp3,1arueMyl1rnF0g_5KuzC6tnL7xmdJ_57R,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/300 - 303  שער ישראל ואומות העולם,audio/mpeg,21.517,6/17/2026 9:49:22,8/21/2020 10:49:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1arueMyl1rnF0g_5KuzC6tnL7xmdJ_57R/view?usp=drivesdk
302 - הכומר שדגר על ביצים-הדב וכוורות הדבש ברוסיה.mp3,1GShNrSTpSOFLD7IhHX4pxUvJpt5AFDNl,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/300 - 303  שער ישראל ואומות העולם,audio/mpeg,77.472,6/17/2026 9:49:31,8/21/2020 10:50:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1GShNrSTpSOFLD7IhHX4pxUvJpt5AFDNl/view?usp=drivesdk
"303 - הצפייה למשיח-מרור ושלחן עורך-אור השמש והנר-הוא בא!-הקוזקים,א''י והתרנגולות.mp3",1yNRkDxWm2GhkTdQDsZ9imLbB3G5KENJx,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/300 - 303  שער ישראל ואומות העולם,audio/mpeg,38.217,6/17/2026 9:49:36,8/21/2020 10:51:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1yNRkDxWm2GhkTdQDsZ9imLbB3G5KENJx/view?usp=drivesdk
304 - מידת עין טובה-עשרה סנדקים לתינוק אחד-שלום בין שכנים.mp3,1D-g_bo_K8Qp4T-TKS-VMMoSAHB1OHukf,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,25.814,6/17/2026 9:34:52,8/21/2020 10:53:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1D-g_bo_K8Qp4T-TKS-VMMoSAHB1OHukf/view?usp=drivesdk
305 - אדם עושה לעצמו -זוג הנעליים- העוגה המורעלת-שק הבצק והאניה.mp3,1L_AuwLwYF7i3du_hg-x8TEcpkYu9K25D,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,35.535,6/17/2026 9:34:56,8/21/2020 10:50:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1L_AuwLwYF7i3du_hg-x8TEcpkYu9K25D/view?usp=drivesdk
306 - מידת הבינה- שלשת הצדיקים ונס חטיפת היתום.mp3,1op-AzxE_Pv7JrDlQ0GBpMKuWXRayu5ZY,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,72.371,6/17/2026 9:35:04,8/21/2020 10:50:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1op-AzxE_Pv7JrDlQ0GBpMKuWXRayu5ZY/view?usp=drivesdk
307 - מידת התבונה-הרב רוזנבלט והגביר-הגרי''ח זוננפלד האברך ההונגרי-הפרופ' החילוני.mp3,18OtH_fZu7-XYUFxXGcvv0LCzhHdPu9nC,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,67.581,6/17/2026 9:36:52,8/21/2020 10:51:18,yadtamar613@gmail.com,https://drive.google.com/file/d/18OtH_fZu7-XYUFxXGcvv0LCzhHdPu9nC/view?usp=drivesdk
308 - מידת היושר-שקיות ניילון-סיכת יהלומים-סוחר התרופות-הבנין הסדוק.mp3,1EVDIdO8l6E5G0eX8LvwiLvY91ue5W9wL,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,71.528,6/17/2026 9:37:00,8/21/2020 10:52:18,yadtamar613@gmail.com,https://drive.google.com/file/d/1EVDIdO8l6E5G0eX8LvwiLvY91ue5W9wL/view?usp=drivesdk
309 - חסד לגוי-היהודי שהציל את נשיא פולין ו''הסטייפלר''- הצלת ילדי ''סטייפץ''.mp3,1wL6msNy1Vb96fMSLZHrCn_EFlYGgkEZQ,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/304 - 309  שער המידות,audio/mpeg,66.803,6/17/2026 9:37:08,8/21/2020 10:52:52,yadtamar613@gmail.com,https://drive.google.com/file/d/1wL6msNy1Vb96fMSLZHrCn_EFlYGgkEZQ/view?usp=drivesdk
310 - שמיטה-ברכת הפילפלים-''קדילק'' של שביעית=התפוח והתכשיטים הגנובים.mp3,13TPT1JF1CbUNjoD9QqRkV81XG7iiar9a,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/310 - 314  שער המצוות,audio/mpeg,68.828,6/17/2026 9:34:21,8/21/2020 10:52:56,yadtamar613@gmail.com,https://drive.google.com/file/d/13TPT1JF1CbUNjoD9QqRkV81XG7iiar9a/view?usp=drivesdk
311 - הכיפה והציצית שהרגיזו את המתאגרף שהפך למגדלור רוחני-הציצית שהצילה.mp3,1lUgB1kIASKOQMqggHicF7S5QiZXMHjtH,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/310 - 314  שער המצוות,audio/mpeg,65.224,6/17/2026 9:34:29,8/21/2020 10:51:12,yadtamar613@gmail.com,https://drive.google.com/file/d/1lUgB1kIASKOQMqggHicF7S5QiZXMHjtH/view?usp=drivesdk
"312 - מצות ציצית, קשר של אהבה- חלום הטלית של המלבי''ם.mp3",1peYIFfgmzajgzydnsxdenqAyf67ZXEai,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/310 - 314  שער המצוות,audio/mpeg,67.721,6/17/2026 9:34:36,8/21/2020 10:51:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1peYIFfgmzajgzydnsxdenqAyf67ZXEai/view?usp=drivesdk
313 - ר שמואל ''שטן'' - השבת אבידה שהצילה קהילה.mp3,1lr7CmGauBPD8Ya9qEkkqGuA_5nRWZooF,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/310 - 314  שער המצוות,audio/mpeg,58.547,6/17/2026 9:34:43,8/21/2020 10:51:58,yadtamar613@gmail.com,https://drive.google.com/file/d/1lr7CmGauBPD8Ya9qEkkqGuA_5nRWZooF/view?usp=drivesdk
314 - ברית מילה-ברית קדש-''עיניך יונים''-''אני ה'''-הבבא סאלי זי''ע.mp3,1CdkyMUaf2kSJJhXR3o6I8qKBy3-1rkDE,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/310 - 314  שער המצוות,audio/mpeg,37.602,6/17/2026 9:34:47,8/21/2020 10:52:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1CdkyMUaf2kSJJhXR3o6I8qKBy3-1rkDE/view?usp=drivesdk
"315 - ראש השנה-ניסים המשומד, בעל התוקע בקושטא.mp3",1Cd35_fnXOEJRFC9ZgiX0otorjekyAnm7,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/315 - 319  שער השבת והמועדים,audio/mpeg,66.362,6/17/2026 9:37:55,8/21/2020 10:52:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1Cd35_fnXOEJRFC9ZgiX0otorjekyAnm7/view?usp=drivesdk
316 - סוכות של מסירות נפש-על הנהר-גן עדן-הסוכה שנעלמה.mp3,1WNPdpjBFMDgjFsRtf45tuI7BptxT7CNr,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/315 - 319  שער השבת והמועדים,audio/mpeg,36.408,6/17/2026 9:38:00,8/21/2020 10:51:06,yadtamar613@gmail.com,https://drive.google.com/file/d/1WNPdpjBFMDgjFsRtf45tuI7BptxT7CNr/view?usp=drivesdk
317 - אתרוג עם ריח של גן עדן-בית תמורת אתרוג.mp3,1mzB-de98b9GhXCjsIKH54aXNvp6obpqr,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/315 - 319  שער השבת והמועדים,audio/mpeg,31.008,6/17/2026 9:38:04,8/21/2020 10:50:22,yadtamar613@gmail.com,https://drive.google.com/file/d/1mzB-de98b9GhXCjsIKH54aXNvp6obpqr/view?usp=drivesdk
"318 - פסח,חג הגאולה-קוף הכספת-דיינו-הגנב שלא גנב-גר הויסקי.mp3",1wHgDAqFnZ81GE6Pvwn0_6uWu6whk01en,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/315 - 319  שער השבת והמועדים,audio/mpeg,35.731,6/17/2026 9:38:09,8/21/2020 10:50:56,yadtamar613@gmail.com,https://drive.google.com/file/d/1wHgDAqFnZ81GE6Pvwn0_6uWu6whk01en/view?usp=drivesdk
319 - מצה שמורה במאה אלף דולר-מכירת העולם הבא-הגרביים.mp3,18veChmbpQTY77Ubz1KOPxH_6VL6JPzCu,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/315 - 319  שער השבת והמועדים,audio/mpeg,36.239,6/17/2026 9:38:14,8/21/2020 10:51:24,yadtamar613@gmail.com,https://drive.google.com/file/d/18veChmbpQTY77Ubz1KOPxH_6VL6JPzCu/view?usp=drivesdk
320 - פיקחות יהודית=הגניבה בלייפניק-ה''ראשון לציון''-ר' חיים פרחי והפקיה.mp3,1TdVDRoVXxcMBJ0Czu1tfOkwK9PTSjB7s,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,74.651,6/17/2026 9:37:16,8/21/2020 10:53:16,yadtamar613@gmail.com,https://drive.google.com/file/d/1TdVDRoVXxcMBJ0Czu1tfOkwK9PTSjB7s/view?usp=drivesdk
321 - אהבת התורה של הרב מפוניבז'-האדמור מ''שומרי אמונים'' וקצין המשטרה.mp3,1qZ4XqdAfxE8Y-RNcmWL_FhqOoxmOUqFJ,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,63.978,6/17/2026 9:37:23,8/21/2020 10:50:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1qZ4XqdAfxE8Y-RNcmWL_FhqOoxmOUqFJ/view?usp=drivesdk
322 - אהבת תורה-אדון יוסף-שרת ביה''ס  -גר הצדק בארה''ב.mp3,1EFlGqlvfvf_st7D2c4cQMSKOnheNAkZF,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,22.993,6/17/2026 9:37:27,8/21/2020 10:51:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1EFlGqlvfvf_st7D2c4cQMSKOnheNAkZF/view?usp=drivesdk
"323 - כבוד ספר תורה א'- אש בתהלוכה, החזון איש וס''ת של המהר''י אבוהב.mp3",1vr1KEG9EvOroO8jyAvr1LEdFWc9BpaTb,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,51.91,6/17/2026 9:37:33,8/21/2020 10:51:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1vr1KEG9EvOroO8jyAvr1LEdFWc9BpaTb/view?usp=drivesdk
"324 - כבוד ספר תורה ב'- אריות של אש, ''פורים סרגוסא'', גירסא דינקותא.mp3",1NlFf8xueQmp83MljI3RuutrKg3UsoPVU,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,61.368,6/17/2026 9:37:40,8/21/2020 10:52:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1NlFf8xueQmp83MljI3RuutrKg3UsoPVU/view?usp=drivesdk
325 - לומדי תורה ומחזיקיה-ר' חיים מוולוז'ין בבית דין של מעלה-ישיבת המהרש''א.mp3,14i_Eo2VcYdXcnhnEEmyX0U3e6_i1_bb0,סט ילדים/293 - 325  סיפורי מופת - סדרה ג/320 - 325  שער התורה וגדולי ישראל,audio/mpeg,67.619,6/17/2026 9:37:48,8/21/2020 10:53:00,yadtamar613@gmail.com,https://drive.google.com/file/d/14i_Eo2VcYdXcnhnEEmyX0U3e6_i1_bb0/view?usp=drivesdk
"326 - פרשיות שמות, וארא, בא, בשלח.mp3",1v1hrPzzb6MbL9KxwgPjoEXERxzPyKBsZ,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,70.278,6/17/2026 9:27:15,8/21/2020 10:47:10,yadtamar613@gmail.com,https://drive.google.com/file/d/1v1hrPzzb6MbL9KxwgPjoEXERxzPyKBsZ/view?usp=drivesdk
"327 - פרשיות יתרו, משפטים, תרומה. תצוה.mp3",1qRx1Hh3h04LAnPdVcI03-NQqQ4MAd-hm,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,69.423,6/17/2026 9:27:23,8/21/2020 10:47:28,yadtamar613@gmail.com,https://drive.google.com/file/d/1qRx1Hh3h04LAnPdVcI03-NQqQ4MAd-hm/view?usp=drivesdk
"328 - פרשיות כי תשא, ויקהל-פקודי, ויקרא, צו.mp3",1ZJd5qawb3Kxo7DMWORWcYdZKkTGcWuxP,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,69.037,6/17/2026 9:27:30,8/21/2020 10:47:48,yadtamar613@gmail.com,https://drive.google.com/file/d/1ZJd5qawb3Kxo7DMWORWcYdZKkTGcWuxP/view?usp=drivesdk
"329 - פרשיות שמיני, תזריע-מצורע, אחרי מות ,קדושים, אמור.mp3",14Uruv8nlRW_9UulMdl3O9yoWK8rxq3gG,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,72.288,6/17/2026 9:27:38,8/21/2020 10:48:20,yadtamar613@gmail.com,https://drive.google.com/file/d/14Uruv8nlRW_9UulMdl3O9yoWK8rxq3gG/view?usp=drivesdk
"330 - פרשיות בהר-בחוקותי, במדבר, נשא, בהעלותך.mp3",1aBTM9oh_9GXKtP8EaspsoAMjLS0Gde2A,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,68.399,6/17/2026 9:27:45,8/21/2020 10:41:40,yadtamar613@gmail.com,https://drive.google.com/file/d/1aBTM9oh_9GXKtP8EaspsoAMjLS0Gde2A/view?usp=drivesdk
"331 - פרשיות שלח לך, קרח, חוקת, בלק.mp3",1EIZH2sd_XoBLfq7AMlH0axUQCJAcVLAx,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,70.199,6/17/2026 9:27:53,8/21/2020 10:42:24,yadtamar613@gmail.com,https://drive.google.com/file/d/1EIZH2sd_XoBLfq7AMlH0axUQCJAcVLAx/view?usp=drivesdk
"332 - פרשיות פנחס, מטות מסעי, דברים ואתחנן.mp3",1oYs0X_8QhrqUEFUEj71AfRPWldpD2wHa,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,68.079,6/17/2026 9:28:00,8/21/2020 10:43:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1oYs0X_8QhrqUEFUEj71AfRPWldpD2wHa/view?usp=drivesdk
"333 - פרשיות עקב, ראה, שופטים, כי תצא.mp3",1JDv2oY7batM5xYKjNIJXUedvzBRrePNF,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,69.885,6/17/2026 9:28:08,8/21/2020 10:43:34,yadtamar613@gmail.com,https://drive.google.com/file/d/1JDv2oY7batM5xYKjNIJXUedvzBRrePNF/view?usp=drivesdk
"334 - פרשיות כי תבוא, ניצבים-וילך, האזינו וזאת הברכה.mp3",1rUNOg1QGCeM9uixPxOHgFmNbaMyng4Fg,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,65.236,6/17/2026 9:28:16,8/21/2020 10:43:54,yadtamar613@gmail.com,https://drive.google.com/file/d/1rUNOg1QGCeM9uixPxOHgFmNbaMyng4Fg/view?usp=drivesdk
"335 - פרשיות בראשית, נח, חיי שרה, וירא.mp3",1-rVQoQKX8ka7pjSG57QX78gGT5dPIryg,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,68.847,6/17/2026 9:28:24,8/21/2020 10:44:02,yadtamar613@gmail.com,https://drive.google.com/file/d/1-rVQoQKX8ka7pjSG57QX78gGT5dPIryg/view?usp=drivesdk
"336 - פרשיות חיי שרה, תולדות, ויצא, וישלח.mp3",1gyCq2sP3YZswahEkE7fKZESUIPw84-g1,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,63.014,6/17/2026 9:28:32,8/21/2020 10:44:08,yadtamar613@gmail.com,https://drive.google.com/file/d/1gyCq2sP3YZswahEkE7fKZESUIPw84-g1/view?usp=drivesdk
"337 - פרשיות וישב, מקץ, ויגש, ויחי.mp3",1qTDWho_aY_UU5WfZkDKhvw71_n4iR1tb,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,57.216,6/17/2026 9:28:38,8/21/2020 10:44:20,yadtamar613@gmail.com,https://drive.google.com/file/d/1qTDWho_aY_UU5WfZkDKhvw71_n4iR1tb/view?usp=drivesdk
"338 - סדרה חדשה פרשיות שמות, וארא בא, בשלח.mp3",1f2cpsKf1AXbAUQ9TbWq83C7J41onVoHe,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,65.544,6/17/2026 9:28:45,8/21/2020 10:44:38,yadtamar613@gmail.com,https://drive.google.com/file/d/1f2cpsKf1AXbAUQ9TbWq83C7J41onVoHe/view?usp=drivesdk
339 - סדרה חדשה פרשיות יתרו- תצוה תשעא.mp3,1E5aR7L-p6mhQbvGf0jU0ZXtmeqyGRQCD,סט ילדים/326 - 347  ילדים מספרים בשולחן שבת,audio/mpeg,62.574,6/17/2026 9:28:52,8/21/2020 10:45:00,yadtamar613@gmail.com,https://drive.google.com/file/d/1E5aR7L-p6mhQbvGf0jU0ZXtmeqyGRQCD/view?usp=drivesdk
